,Name,Any_info,Genus,Species,Tested_for_Alkaloids,Ref_Alks,Alkaloids,Alkaloid_mainclass,Alkaloid_class,Alkaloid_class_notes,History_Antimalarial,Ref_H_Mal,History_Fever,Ref_H_Fever,Tested_Antimalarial,Extraction_Method,Type_of_Test,Activity_Antimalarial,Authors_Activity_Label,Positive_Control_Used,Given_Activities,Ref_Activity,General_notes,MPNS_Sources,Details,Cardenolides,Cardenolides_Ref,Steroids,Steroids_Ref,Family,Accepted_Name,Accepted_Species,Accepted_Species_ID,Accepted_ID,Accepted_Rank
410,Strychnos myrtoides,,Strychnos,myrtoides,Yes,38,"Isolated, U",MIA, indole; monoterpenoid; pyrrolidine,icajine-type MIA,Yes,98,,,Yes,"Extraction, Isolation",Vitro,Inactive,Inactive,No,"IC50 = 57.60 ± 5.50 μg/mL (Crude alkaloid extract, FCM 29) 73.08 ± 2.93 μg/mL (Strychnobrasiline, FCM 29) 69.12 ± 3.39 μg/mL (Malagashanine, FCM 29)",8,,,,,,,,Loganiaceae,Strychnos myrtoides,Strychnos myrtoides,547356-1,547356-1,Species
411,Strychnos nana,,Strychnos,nana,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos nana,Strychnos nana,77177752-1,77177752-1,Species
412,Strychnos narcondamensis,,Strychnos,narcondamensis,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos narcondamensis,Strychnos narcondamensis,547357-1,547357-1,Species
413,Strychnos ndengensis,,Strychnos,ndengensis,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos ndengensis,Strychnos ndengensis,547359-1,547359-1,Species
414,Strychnos neglecta,,Strychnos,neglecta,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos neglecta,Strychnos neglecta,247329-2,247329-2,Species
415,Strychnos ngouniensis,,Strychnos,ngouniensis,Yes,39,"Isolated, U",MIA,MIA; quarternary,,,,,,Yes,Isolation,Vitro,Inactive,Weak [39],,"IC50 = 2.19 & 4.57 & 4.43 μg/mL [7.8 & 16.3 & 15.8 μM] (epingouniensine, FCA 20 & FCB1-R & W2)",39,,,,,,,,Loganiaceae,Strychnos ngouniensis,Strychnos ngouniensis,547361-1,547361-1,Species
416,Strychnos nicaraguensis,,Strychnos,nicaraguensis,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos nicaraguensis,Strychnos nicaraguensis,285708-2,285708-2,Species
417,Strychnos nigricans,,Strychnos,nigricans,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos nigricans,Strychnos nigricans,547364-1,547364-1,Species
418,Strychnos nigritana,,Strychnos,nigritana,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos nigritana,Strychnos nigritana,547365-1,547365-1,Species
419,Strychnos nitida,,Strychnos,nitida,Yes,"59, 84","Isolated, T [59] Isolated, T [84]",MIA; indole,MIA; indole; piperidine; glucoindoles (MIAs),non MIA indoles are pyridocarbazoles. ADD AS NEW CATEGORY IF OU SEE MORE,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos nitida,Strychnos nitida,547367-1,547367-1,Species
420,Strychnos nux-blanda,,Strychnos,nux-blanda,Yes,77,"Isolated, Fr",Pyrrole,pyrrole,pyrrole/indolizidine skeleton. Aromatic so calling it pyrrole,Yes,77,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos nux-blanda,Strychnos nux-blanda,547370-1,547370-1,Species
421,Strychnos nux-vomica,,Strychnos,nux-vomica,Yes,19,"Isolated, SB",bisindole; MIA,bisindole; MIA,,Yes,"95, 105",Yes,"19, 96",Yes,Isolation,Vitro,Inactive,Active [19] Inactive [3],Yes [19],"IC50 = >30 μg/mL (EtOAc S) [3] 4.9 ± 1.0 μg/mL [8.4 μM] (strychnochrysine, B, 3D7) 6.0 ± 2.4 μg/mL [10.3 μM] (strychnochrysine, B, W2) [19]","3, 19",,,,,,Yes,108.0,Loganiaceae,Strychnos nux-vomica,Strychnos nux-vomica,547371-1,547371-1,Species
422,Strychnos odorata,,Strychnos,odorata,Yes,57,"Detected (TLC), L & Fr",MIA,MIA; pyridine,MIA are angustine type,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos odorata,Strychnos odorata,547375-1,547375-1,Species
423,Strychnos oiapocensis,,Strychnos,oiapocensis,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos oiapocensis,Strychnos oiapocensis,247332-2,247332-2,Species
424,Strychnos oleifolia,,Strychnos,oleifolia,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos oleifolia,Strychnos oleifolia,547378-1,547378-1,Species
425,Strychnos ovata,,Strychnos,ovata,Yes,57,"Detected (TLC), L & Fr",MIA,MIA; pyridine,MIA are angustine type,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos ovata,Strychnos ovata,547385-1,547385-1,Species
426,Strychnos pachycarpa,,Strychnos,pachycarpa,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos pachycarpa,Strychnos pachycarpa,247334-2,247334-2,Species
427,Strychnos panamensis,,Strychnos,panamensis,Yes,45/68,"Isolated, U [45] Isolated, Se [68]",MIA,MIA,,Yes,101,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos panamensis,Strychnos panamensis,547390-1,547390-1,Species
428,Strychnos panganensis,,Strychnos,panganensis,Yes,39/81,"Isolated, U [39] Isolated, RB [81]",MIA [81]; bisindole,MIA [81]; bisindole,,,,,,Yes,Isolation,Vitro,Inactive,Weak [39],,"IC50 = 5.62 & 3.03 & >11.5 μg/mL [9.77 & 5.27 & >20 μM] (S-panganensine, FCA 20 & FCB1-R & W2) ",39,,,,,,,,Loganiaceae,Strychnos panganensis,Strychnos panganensis,547392-1,547392-1,Species
429,Strychnos parviflora,,Strychnos,parviflora,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos parviflora,Strychnos parviflora,547398-1,547398-1,Species
430,Strychnos parvifolia,,Strychnos,parvifolia,Yes,68,"Isolated, SB",MIA,MIA,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos parvifolia,Strychnos parvifolia,547399-1,547399-1,Species
431,Strychnos peckii,,Strychnos,peckii,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos peckii,Strychnos peckii,547401-1,547401-1,Species
432,Strychnos penninervis,,Strychnos,penninervis,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos penninervis,Strychnos penninervis,547405-1,547405-1,Species
433,Strychnos pentantha,,Strychnos,pentantha,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos pentantha,Strychnos pentantha,547406-1,547406-1,Species
434,Strychnos phaeotricha,,Strychnos,phaeotricha,,,,,,,,,,,Yes,Extraction,Vitro,Inactive,Inactive [3],,IC50 = >30 μg/mL (EtOAc L),3,,,,,,,,Loganiaceae,Strychnos phaeotricha,Strychnos phaeotricha,547408-1,547408-1,Species
435,Strychnos poeppigii,,Strychnos,poeppigii,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos poeppigii,Strychnos poeppigii,547415-1,547415-1,Species
436,Strychnos polyantha,,Strychnos,polyantha,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos polyantha,Strychnos polyantha,547416-1,547416-1,Species
437,Strychnos polytrichantha,,Strychnos,polytrichantha,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos polytrichantha,Strychnos polytrichantha,547419-1,547419-1,Species
438,Strychnos potatorum,,Strychnos,potatorum,Yes,39,"Isolated, U",MIA; bisindole,MIA; bisindole,,Yes,24,,,Yes,Isolation,Vitro,Active [39],Inactive [3] Active [39],,"IC50 = >30 μg/mL (EtOAc S) [3] IC50 = 0.05 & 0.12 & 0.22 [ 0.118 & 0.266 & 0.492 μM] (ochrolifuanine A, FCA 20 & FCB1-R & W2) [39]","3, 39",,,,,,,,Loganiaceae,Strychnos potatorum,Strychnos potatorum,547420-1,547420-1,Species
439,Strychnos progeliana,,Strychnos,progeliana,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos progeliana,Strychnos progeliana,247341-2,247341-2,Species
440,Strychnos pseudoquina,,Strychnos,pseudoquina,Yes,"4, 71","Detected (Dragendorff or H2SO4), B [4]; Isolated, L [71]",MIA,MIA,,Yes,"4, 71, 101",Yes,71,Yes,Extraction,Vivo,Active [21],Active [21],,"10% inhibition at 1000 mg/kg, mice, (EtOH B, P. berghei NK-65) [4] 56% inhibition at 1000 mg/kg, mice, (P. berghei) [21]","4, 21",,,,,,,,Loganiaceae,Strychnos pseudoquina,Strychnos pseudoquina,547425-1,547425-1,Species
441,Strychnos psilosperma,,Strychnos,psilosperma,Yes,86,"Isolated, U",MIA,MIA,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos psilosperma,Strychnos psilosperma,547427-1,547427-1,Species
442,Strychnos puberula,,Strychnos,puberula,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos puberula,Strychnos puberula,77119500-1,77119500-1,Species
443,Strychnos pubescens,,Strychnos,pubescens,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos pubescens,Strychnos pubescens,547428-1,547428-1,Species
444,Strychnos pubiflora,,Strychnos,pubiflora,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos pubiflora,Strychnos pubiflora,247343-2,247343-2,Species
445,Strychnos pungens,,Strychnos,pungens,Yes,39,"Isolated, U",Pyridine; MIA,pyridine; indole; quinolizidine,,,,,,Yes,"Extraction, Isolation",Vitro,Inactive,"Inactive [3, 39]",,"IC50 = >30 μg/mL (EtOAc L), >30 μg/mL (EtOAc S) ,>30 μg/mL (EtOAc R) [3] Inactive (3 compounds tested) [39]","3, 39",,,,,,,,Loganiaceae,Strychnos pungens,Strychnos pungens,547430-1,547430-1,Species
446,Strychnos ramentifera,,Strychnos,ramentifera,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos ramentifera,Strychnos ramentifera,247344-2,247344-2,Species
447,Strychnos recognita,,Strychnos,recognita,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos recognita,Strychnos recognita,247345-2,247345-2,Species
448,Strychnos retinervis,,Strychnos,retinervis,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos retinervis,Strychnos retinervis,547443-1,547443-1,Species
449,Strychnos ridleyi,,Strychnos,ridleyi,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos ridleyi,Strychnos ridleyi,547448-1,547448-1,Species
450,Strychnos romeu-belenii,,Strychnos,romeu-belenii,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos romeu-belenii,Strychnos romeu-belenii,247347-2,247347-2,Species
451,Strychnos rondeletioides,,Strychnos,rondeletioides,Yes,68,"Isolated, SB & RB",,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos rondeletioides,Strychnos rondeletioides,547453-1,547453-1,Species
452,Strychnos rubiginosa,,Strychnos,rubiginosa,Yes,52,"Isolated, RB",MIA,indole; quinolizidine,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos rubiginosa,Strychnos rubiginosa,547455-1,547455-1,Species
453,Strychnos rufa,,Strychnos,rufa,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos rufa,Strychnos rufa,547456-1,547456-1,Species
454,Strychnos rupicola,,Strychnos,rupicola,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos rupicola,Strychnos rupicola,547458-1,547458-1,Species
455,Strychnos samba,,Strychnos,samba,Yes,57,"Detected (TLC), L",MIA,MIA; pyridine,MIA are angustine type,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos samba,Strychnos samba,547459-1,547459-1,Species
456,Strychnos sandwithiana,,Strychnos,sandwithiana,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos sandwithiana,Strychnos sandwithiana,247349-2,247349-2,Species
457,Strychnos scheffleri,,Strychnos,scheffleri,Yes,46,"Isolated, SB",MIA,indole; ,icajine-type MIA,,,,,Yes,Extraction,Vitro,Inactive,Weak [3],,"IC50 = 21.2 μg/mL (EtOAc L), >30 μg/mL (EtOAc S)",3,,,,,,,,Loganiaceae,Strychnos scheffleri,Strychnos scheffleri,547464-1,547464-1,Species
458,Strychnos schultesiana,,Strychnos,schultesiana,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos schultesiana,Strychnos schultesiana,247350-2,247350-2,Species
459,Strychnos schunkei,,Strychnos,schunkei,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos schunkei,Strychnos schunkei,247351-2,247351-2,Species
460,Strychnos setosa,,Strychnos,setosa,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos setosa,Strychnos setosa,247353-2,247353-2,Species
461,Strychnos solerederi,,Strychnos,solerederi,Yes,68,"Isolated, SB & RB",MIA,MIA,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos solerederi,Strychnos solerederi,247355-2,247355-2,Species
462,Strychnos solimoesana,,Strychnos,solimoesana,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos solimoesana,Strychnos solimoesana,247356-2,247356-2,Species
463,Strychnos sonlaensis,,Strychnos,sonlaensis,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos sonlaensis,Strychnos sonlaensis,931166-1,931166-1,Species
464,Strychnos soubrensis,,Strychnos,soubrensis,Yes,"66, 76","Isolated, SB [66]; Isolated, B [76]",MIA,MIA,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos soubrensis,Strychnos soubrensis,547483-1,547483-1,Species
465,Strychnos spinosa,,Strychnos,spinosa,Yes,80,"Isolated, SB",MIA,MIA,,Yes,"3, 28, 43, 97, 106",,,Yes,Extraction,Vitro,Active [5],"Weak [28] Inactive [3, 37] Active [5]","Yes [28, 37]","IC50 = >30 μg/mL (EtOAc S) [3] IC50 = 15.6 ± 3.8 μg/mL (CH2Cl2 L, 3D7), > 100 μg/mL (CH3OH L, 3D7),> 100 μg/mL (H2O L, 3D7), 8.9 ± 2.1 μg/mL (CH2Cl2 L, W2) [5] 21.8 ± 6.7 μg/mL (EtOH, B, FcB1) [28] IC50 > 80 μg/mL (EtOH B, FCA 20) [37]","3,5, 28, 37",,,,,,,,Loganiaceae,Strychnos spinosa,Strychnos spinosa,547485-1,547485-1,Species
466,Strychnos splendens,,Strychnos,splendens,Yes,67,"Isolated, L & TrB & Fr",MIA,MIA,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos splendens,Strychnos splendens,547487-1,547487-1,Species
467,Strychnos staudtii,,Strychnos,staudtii,Yes,"39, 50","Isolated, U [39] Isolated, RB & SB & L [50]",MIA,MIA,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos staudtii,Strychnos staudtii,547488-1,547488-1,Species
468,Strychnos subcordata,,Strychnos,subcordata,Yes,68,"Isolated, SB",MIA,MIA,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos subcordata,Strychnos subcordata,547493-1,547493-1,Species
469,Strychnos tabascana,,Strychnos,tabascana,Yes,76,"Isolated, U",MIA,MIA,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos tabascana,Strychnos tabascana,247358-2,247358-2,Species
470,Strychnos talbotiae,,Strychnos,talbotiae,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos talbotiae,Strychnos talbotiae,547502-1,547502-1,Species
471,Strychnos tarapotensis,,Strychnos,tarapotensis,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos tarapotensis,Strychnos tarapotensis,247359-2,247359-2,Species
472,Strychnos tchibangensis,,Strychnos,tchibangensis,Yes,70,"Isolated, RB & SB",bisindole,bisindole,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos tchibangensis,Strychnos tchibangensis,547504-1,547504-1,Species
473,Strychnos ternata,,Strychnos,ternata,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos ternata,Strychnos ternata,547508-1,547508-1,Species
474,Strychnos tetragona,,Strychnos,tetragona,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos tetragona,Strychnos tetragona,547511-1,547511-1,Species
475,Strychnos thorelii,,Strychnos,thorelii,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos thorelii,Strychnos thorelii,547514-1,547514-1,Species
476,Strychnos tomentosa,,Strychnos,tomentosa,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos tomentosa,Strychnos tomentosa,547520-1,547520-1,Species
477,Strychnos torresiana,,Strychnos,torresiana,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos torresiana,Strychnos torresiana,247362-2,247362-2,Species
478,Strychnos toxifera,,Strychnos,toxifera,Yes,65,"Isolated, B",MIA,MIA,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos toxifera,Strychnos toxifera,547525-1,547525-1,Species
479,Strychnos tricalysioides,,Strychnos,tricalysioides,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos tricalysioides,Strychnos tricalysioides,547527-1,547527-1,Species
480,Strychnos trichocalyx,,Strychnos,trichocalyx,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos trichocalyx,Strychnos trichocalyx,547529-1,547529-1,Species
481,Strychnos trichoneura,,Strychnos,trichoneura,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos trichoneura,Strychnos trichoneura,547530-1,547530-1,Species
482,Strychnos trinervis,,Strychnos,trinervis,Yes,74,"Isolated, R",MIA; bisindole,MIA; bisindole,,Yes,101,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos trinervis,Strychnos trinervis,77221793-1,77221793-1,Species
483,Strychnos tseasnum,,Strychnos,tseasnum,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos tseasnum,Strychnos tseasnum,247364-2,247364-2,Species
484,Strychnos umbellata,,Strychnos,umbellata,Yes,57,"Detected (TLC), L & Fr",MIA,MIA; pyridine,MIA are angustine type,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos umbellata,Strychnos umbellata,547538-1,547538-1,Species
485,Strychnos urceolata,,Strychnos,urceolata,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos urceolata,Strychnos urceolata,547542-1,547542-1,Species
486,Strychnos usambarensis,,Strychnos,usambarensis,Yes,37,"Isolated, RB & L & SB",Bisindole; MIA,Bisindole; indole; beta-carboline; MIA; pyrrolidine,Most bisindoles appear to be derived from two tryptamine units linked by a single monoterpene skeleton. One bisindole has 2 monoterpene units (one for each indole),Yes,"99, 103",,,Yes,"Extraction, Isolation",Vitro,Active,Active [14],"Yes [6, 11, 14, 18, 37]","IC50 = 0.480 ± 0.014 μg/mL (10′-hydroxyusambarensine base, FCA), 0.655 ± 0.013 μg/mL (usambarensine base, FCA), 0.160 ± 0.016 μg/mL (10′-hydroxyusambarensine base, W2), 0.265 ± 0.023 μg/mL (usambarensine base, W2) [6] 5.5 μM [1.36 μg/mL] (17-O-acetyl,10-hydroxycorynantheol 1,L, 3D7), 11.2 μM [2.77 μg/mL](17-O-acetyl,10-hydroxycorynantheol 1,L, W2) [11] 0.117 μM [0.06 μg/mL] (Strychnopentamine, L, FCA 20) 0.145 μM [0.08 μg/mL] (Strychnopentamine, L, W2) [14] 0.12 ± 0.042 μM [0.07 μg/mL] (Isostrychnopentamine, L, FCA 20) [18] IC50 = 0.457 & 0.039 μg/mL (EtOAc R, FCA 20 & W2) [37]","6, 11, 14, 18, 37",,,,,,,,Loganiaceae,Strychnos usambarensis,Strychnos usambarensis,547543-1,547543-1,Species
487,Strychnos vanprukii,,Strychnos,vanprukii,Yes,"57, 60","Detected (TLC), L & Fr [57] Isolated, S [60]",MIA ,MIA; pyridine [57] beta carboline; glucoindole [60],MIA are angustine type [57] ,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos vanprukii,Strychnos vanprukii,547548-1,547548-1,Species
488,Strychnos variabilis,,Strychnos,variabilis,Yes,58,"Isolated, RB",MIA,MIA,,,,,,Yes,Extraction,Vitro,Active [3],Active [3] Weak [37],Yes [37],"IC50 = >30 μg/mL (EtOAc S), >30 μg/mL (MeOH S), 2.5 ± 0.2 μg/mL (EtOAc R), 2.3 ± 0.5 μg/mL (MeOH R) [3] IC50 = 17.702 (EtOH B, FCA20) [37]","3, 37",,,,,,,,Loganiaceae,Strychnos variabilis,Strychnos variabilis,547549-1,547549-1,Species
489,Strychnos villosa,,Strychnos,villosa,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos villosa,Strychnos villosa,547553-1,547553-1,Species
490,Strychnos vitiensis,,Strychnos,vitiensis,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos vitiensis,Strychnos vitiensis,547557-1,547557-1,Species
491,Strychnos wallichiana,,Strychnos,wallichiana,Yes,56/63,"Detected (paper chromatograpy), Se & pericarp & S & L [56] Isolated, L [63]",MIA,MIA,strychnine and brucine,Yes,12,,,Yes,Extraction,Vitro,Inactive,Active,Yes,"IC50 = 12.0 ± 2.5 μg/mL (MeOH, MRC-2)",12,,,,,,,,Loganiaceae,Strychnos wallichiana,Strychnos wallichiana,547566-1,547566-1,Species
492,Strychnos xantha,,Strychnos,xantha,Yes,39,"Isolated, U",MIA,MIA; quinolizidine,geissoschizol,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos xantha,Strychnos xantha,547569-1,547569-1,Species
493,Strychnos xylophylla,,Strychnos,xylophylla,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos xylophylla,Strychnos xylophylla,547572-1,547572-1,Species
494,Strychnos zenkeri,,Strychnos,zenkeri,,,,,,,,,,,,,,,,,,,,,,,,,,Loganiaceae,Strychnos zenkeri,Strychnos zenkeri,547574-1,547574-1,Species
495,Usteria guineensis,NRIF (1 sp.),Usteria,guineensis,,,,,,,Yes,93,,,,,,,,,,,,,,,,,,Loganiaceae,Usteria guineensis,Usteria guineensis,547612-1,547612-1,Species
