,kew_id,native_tdwg3_codes,intro_tdwg3_codes,extinct_tdwg3_codes,Accepted_Name,Accepted_ID,Accepted_Rank,Accepted_Species,Accepted_Species_ID
370,547150-1,['IND'],[],[],Strychnos dalzellii,547150-1,Species,Strychnos dalzellii,547150-1
371,77121342-1,['BZL'],[],[],Strychnos dantaensis,77121342-1,Species,Strychnos dantaensis,77121342-1
372,547151-1,"['BOL', 'BZN', 'BZC', 'CLM', 'COS', 'ECU', 'GUY', 'NIC', 'PAN', 'PER']",[],[],Strychnos darienensis,547151-1,Species,Strychnos darienensis,547151-1
373,247299-2,['VEN'],[],[],Strychnos davidsei,247299-2,Species,Strychnos davidsei,247299-2
374,50426037-2,"['CPP', 'KEN', 'NAT', 'MDG', 'MLW', 'MOZ', 'TVL', 'SOM', 'TAN', 'ZAM', 'ZIM']",[],[],Strychnos decussata,50426037-2,Species,Strychnos decussata,50426037-2
375,547156-1,"['BEN', 'CMN', 'CAF', 'GAB', 'GUI', 'IVO', 'LBR', 'NGA', 'SIE', 'ZAI']",[],[],Strychnos densiflora,547156-1,Species,Strychnos densiflora,547156-1
376,247300-2,"['BZN', 'GUY', 'VEN']",[],[],Strychnos diaboli,247300-2,Species,Strychnos diaboli,247300-2
377,547160-1,['VIE'],[],[],Strychnos dinhensis,547160-1,Species,Strychnos dinhensis,547160-1
378,547161-1,"['IVO', 'LBR']",[],[],Strychnos dinklagei,547161-1,Species,Strychnos dinklagei,547161-1
379,547162-1,['MDG'],[],[],Strychnos diplotricha,547162-1,Species,Strychnos diplotricha,547162-1
380,247301-2,"['BZN', 'BZE', 'FRG', 'SUR']",[],[],Strychnos divaricans,247301-2,Species,Strychnos divaricans,247301-2
381,547167-1,"['CMN', 'CAF', 'CON', 'GAB', 'NGA']",[],[],Strychnos dolichothyrsa,547167-1,Species,Strychnos dolichothyrsa,547167-1
382,247302-2,['BZN'],[],[],Strychnos duckei,247302-2,Species,Strychnos duckei,247302-2
383,247303-2,['ECU'],[],[],Strychnos ecuadoriensis,247303-2,Species,Strychnos ecuadoriensis,247303-2
384,547178-1,['CMN'],[],[],Strychnos elaeocarpa,547178-1,Species,Strychnos elaeocarpa,547178-1
385,547183-1,"['BOL', 'BZN', 'BZE', 'BZC', 'CLM', 'ECU', 'FRG', 'GUY', 'PAN', 'PER', 'SUR', 'VEN']",[],[],Strychnos erichsonii,547183-1,Species,Strychnos erichsonii,547183-1
386,247305-2,"['BZN', 'FRG', 'SUR']",[],[],Strychnos eugeniifolia,247305-2,Species,Strychnos eugeniifolia,247305-2
387,547189-1,"['CON', 'GAB', 'ZAI']",[],[],Strychnos fallax,547189-1,Species,Strychnos fallax,547189-1
388,247306-2,"['VEN', 'VNA']",[],[],Strychnos fendleri,247306-2,Species,Strychnos fendleri,247306-2
389,547193-1,"['BOR', 'MLY', 'SUM']",[],[],Strychnos flavescens,547193-1,Species,Strychnos flavescens,547193-1
390,547195-1,"['ANG', 'BEN', 'CMN', 'CAF', 'CON', 'GAB', 'GHA', 'IVO', 'LBR', 'NGA', 'SIE', 'TOG', 'ZAI']",[],[],Strychnos floribunda,547195-1,Species,Strychnos floribunda,547195-1
391,247307-2,['BZN'],[],[],Strychnos froesii,247307-2,Species,Strychnos froesii,247307-2
392,247308-2,"['BZE', 'BZS', 'BZL']",[],[],Strychnos fulvotomentosa,247308-2,Species,Strychnos fulvotomentosa,247308-2
393,547200-1,"['BOL', 'BZN', 'BZE', 'BZL', 'BZC']",[],[],Strychnos gardneri,547200-1,Species,Strychnos gardneri,547200-1
394,547204-1,['NAT'],[],[],Strychnos gerrardii,547204-1,Species,Strychnos gerrardii,547204-1
395,547207-1,"['BZN', 'BZC', 'FRG', 'GUY', 'PER', 'SUR']",[],[],Strychnos glabra,547207-1,Species,Strychnos glabra,547207-1
396,547209-1,"['CMN', 'NGA']",[],[],Strychnos gnetifolia,547209-1,Species,Strychnos gnetifolia,547209-1
397,247311-2,['BZC'],[],[],Strychnos goiasensis,247311-2,Species,Strychnos goiasensis,247311-2
398,547213-1,"['CAB', 'CMN', 'CON', 'ZAM', 'ZAI']",[],[],Strychnos gossweileri,547213-1,Species,Strychnos gossweileri,547213-1
399,547216-1,"['CUB', 'DOM']",[],[],Strychnos grayi,547216-1,Species,Strychnos grayi,547216-1
400,547217-1,"['BLZ', 'BZN', 'CLM', 'COS', 'ECU', 'FRG', 'GUA', 'MXG', 'PAN', 'PER', 'VEN']",[],[],Strychnos gubleri,547217-1,Species,Strychnos gubleri,547217-1
401,547220-1,"['BOL', 'BZN', 'BZL', 'BZC', 'CLM', 'COS', 'ECU', 'FRG', 'GUY', 'PER', 'SUR', 'VEN']",[],[],Strychnos guianensis,547220-1,Species,Strychnos guianensis,547220-1
402,547225-1,"['ANG', 'CPP', 'ETH', 'KEN', 'NAT', 'MDG', 'MLW', 'MOZ', 'TVL', 'SOM', 'SUD', 'SWZ', 'TAN', 'UGA', 'ZAM', 'ZAI', 'ZIM']",[],[],Strychnos henningsii,547225-1,Species,Strychnos henningsii,547225-1
403,547232-1,"['BZN', 'FRG', 'GUY']",[],[],Strychnos hirsuta,547232-1,Species,Strychnos hirsuta,547232-1
404,547240-1,"['BEN', 'CMN', 'CAF', 'CON', 'EQG', 'GAB', 'GHA', 'IVO', 'LBR', 'NGA', 'SIE', 'ZAI']",[],[],Strychnos icaja,547240-1,Species,Strychnos icaja,547240-1
405,547242-1,"['BOR', 'CHC', 'CHS', 'CHH', 'JAW', 'MLY', 'PHI', 'SUM', 'THA', 'VIE']",[],[],Strychnos ignatii,547242-1,Species,Strychnos ignatii,547242-1
406,547244-1,"['ANG', 'BEN', 'BKN', 'BUR', 'CMN', 'CAF', 'CHA', 'CON', 'ERI', 'ETH', 'GHA', 'GUI', 'GNB', 'IVO', 'MLW', 'MLI', 'MOZ', 'NGR', 'NGA', 'RWA', 'SUD', 'TAN', 'TOG', 'UGA', 'ZAM', 'ZAI', 'ZIM']",[],[],Strychnos innocua,547244-1,Species,Strychnos innocua,547244-1
407,77226957-1,"['ANG', 'BEN', 'BKN', 'BUR', 'CMN', 'CAF', 'CHA', 'CON', 'ERI', 'ETH', 'GHA', 'GUI', 'GNB', 'IVO', 'MLW', 'MLI', 'MOZ', 'NGR', 'NGA', 'RWA', 'SUD', 'TAN', 'TOG', 'UGA', 'ZAM', 'ZAI', 'ZIM']",[],[],Strychnos innocua var. innocua,77226957-1,Variety,Strychnos innocua,547244-1
408,77112473-1,['BZL'],[],[],Strychnos jacarepiensis,77112473-1,Species,Strychnos jacarepiensis,77112473-1
409,247314-2,"['BZN', 'CLM', 'PER']",[],[],Strychnos javariensis,247314-2,Species,Strychnos javariensis,247314-2
410,547247-1,"['BZN', 'BZC', 'CLM', 'ECU', 'FRG', 'PER', 'VEN']",[],[],Strychnos jobertiana,547247-1,Species,Strychnos jobertiana,547247-1
411,547248-1,"['ANG', 'BEN', 'CMN', 'CAF', 'CON', 'GAB', 'GHA', 'GUI', 'GGI', 'IVO', 'LBR', 'NGA', 'SIE', 'TOG', 'UGA', 'ZAI']",[],[],Strychnos johnsonii,547248-1,Species,Strychnos johnsonii,547248-1
412,547252-1,"['ANG', 'BUR', 'TAN', 'ZAM', 'ZAI']",[],[],Strychnos kasengaensis,547252-1,Species,Strychnos kasengaensis,547252-1
413,247316-2,['BZN'],[],[],Strychnos krukoffiana,247316-2,Species,Strychnos krukoffiana,247316-2
414,547261-1,"['CBD', 'PHI', 'THA']",[],[],Strychnos lanata,547261-1,Species,Strychnos lanata,547261-1
415,547271-1,['NWG'],[],[],Strychnos ledermannii,547271-1,Species,Strychnos ledermannii,547271-1
416,547272-1,['VIE'],[],[],Strychnos leenhoutsii,547272-1,Species,Strychnos leenhoutsii,547272-1
417,247318-2,"['CLM', 'PER']",[],[],Strychnos lobelioides,247318-2,Species,Strychnos lobelioides,247318-2
418,60452498-2,"['CMN', 'CAF', 'CON', 'GAB', 'IVO', 'LBR', 'NGA', 'ZAI']",[],[],Strychnos longicaudata,60452498-2,Species,Strychnos longicaudata,60452498-2
419,547293-1,"['ANG', 'BUR', 'CAF', 'MLW', 'MOZ', 'RWA', 'TAN', 'ZAM', 'ZAI', 'ZIM']",[],[],Strychnos lucens,547293-1,Species,Strychnos lucens,547293-1
420,547295-1,"['JAW', 'LSI', 'MOL', 'NTA', 'QLD', 'THA', 'VIE', 'WAU']",['CHH'],[],Strychnos lucida,547295-1,Species,Strychnos lucida,547295-1
421,547296-1,['PHI'],[],[],Strychnos luzonensis,547296-1,Species,Strychnos luzonensis,547296-1
422,547300-1,"['ANG', 'BOT', 'CPV', 'KEN', 'NAT', 'MDG', 'MLW', 'MOZ', 'TVL', 'SOM', 'SWZ', 'TAN', 'ZAM', 'ZIM']",[],[],Strychnos madagascariensis,547300-1,Species,Strychnos madagascariensis,547300-1
423,547301-1,"['ASS', 'MLY', 'MYA']",[],[],Strychnos maingayi,547301-1,Species,Strychnos maingayi,547301-1
424,547303-1,"['CMN', 'GAB', 'GHA', 'IVO', 'LBR', 'NGA']",[],[],Strychnos malacoclados,547303-1,Species,Strychnos malacoclados,547303-1
425,247322-2,['BZN'],[],[],Strychnos malacosperma,247322-2,Species,Strychnos malacosperma,247322-2
426,547305-1,"['CON', 'GAB', 'ZAI']",[],[],Strychnos malchairii,547305-1,Species,Strychnos malchairii,547305-1
427,547312-1,"['MOZ', 'TAN', 'ZAM', 'ZAI', 'ZIM']",[],[],Strychnos matopensis,547312-1,Species,Strychnos matopensis,547312-1
428,247325-2,"['BOL', 'BZN', 'BZE', 'BZC', 'CLM', 'ECU', 'PER', 'VEN']",[],[],Strychnos mattogrossensis,247325-2,Species,Strychnos mattogrossensis,247325-2
429,547316-1,"['BZN', 'FRG', 'SUR']",[],[],Strychnos medeola,547316-1,Species,Strychnos medeola,547316-1
430,547318-1,['NWG'],[],[],Strychnos melanocarpa,547318-1,Species,Strychnos melanocarpa,547318-1
431,547319-1,"['GUI', 'SIE']",[],[],Strychnos melastomatoides,547319-1,Species,Strychnos melastomatoides,547319-1
432,547320-1,"['BZN', 'FRG', 'GUY', 'SUR']",[],[],Strychnos melinoniana,547320-1,Species,Strychnos melinoniana,547320-1
433,547322-1,"['MOZ', 'TAN', 'ZIM']",[],[],Strychnos mellodora,547322-1,Species,Strychnos mellodora,547322-1
434,547324-1,"['CMN', 'CON', 'GAB', 'NGA', 'ZAI']",[],[],Strychnos memecyloides,547324-1,Species,Strychnos memecyloides,547324-1
435,547332-1,"['IVO', 'LBR']",[],[],Strychnos millepunctata,547332-1,Species,Strychnos millepunctata,547332-1
436,547334-1,"['CMN', 'GAB']",[],[],Strychnos mimfiensis,547334-1,Species,Strychnos mimfiensis,547334-1
437,547339-1,"['BAN', 'BIS', 'BOR', 'CBD', 'IND', 'LSI', 'MLY', 'MOL', 'MYA', 'NWG', 'NCB', 'PHI', 'QLD', 'SCZ', 'SOL', 'SRL', 'SUL', 'SUM', 'THA', 'VIE']",[],[],Strychnos minor,547339-1,Species,Strychnos minor,547339-1
438,77227499-1,"['BAN', 'BIS', 'BOR', 'CBD', 'IND', 'LSI', 'MLY', 'MOL', 'MYA', 'NWG', 'NCB', 'PHI', 'QLD', 'SCZ', 'SOL', 'SRL', 'SUL', 'SUM', 'THA', 'VIE']",[],[],Strychnos minor var. minor,77227499-1,Variety,Strychnos minor,547339-1
439,886553-1,"['CBD', 'VIE']",[],[],Strychnos minor var. thorelii,886553-1,Variety,Strychnos minor,547339-1
440,547340-1,"['ANG', 'CPP', 'COM', 'ETH', 'KEN', 'NAT', 'MDG', 'MLW', 'MOZ', 'TVL', 'SIE', 'SUD', 'SWZ', 'TAN', 'UGA', 'ZAI', 'ZIM']",[],[],Strychnos mitis,547340-1,Species,Strychnos mitis,547340-1
441,547341-1,"['BOL', 'BZN', 'BZE', 'CLM', 'COS', 'ECU', 'FRG', 'GUY', 'PER', 'SUR', 'VEN']",[],[],Strychnos mitscherlichii,547341-1,Species,Strychnos mitscherlichii,547341-1
442,77227814-1,"['BOL', 'BZN', 'BZE', 'CLM', 'COS', 'FRG', 'GUY', 'PER', 'SUR', 'VEN']",[],[],Strychnos mitscherlichii var. mitscherlichii,77227814-1,Variety,Strychnos mitscherlichii,547341-1
443,247328-2,"['BOL', 'BZN', 'CLM', 'ECU']",[],[],Strychnos mitscherlichii var. pubescentior,247328-2,Variety,Strychnos mitscherlichii,547341-1
444,547342-1,"['CAF', 'CON', 'ZAI']",[],[],Strychnos moandaensis,547342-1,Species,Strychnos moandaensis,547342-1
445,547349-1,['MDG'],[],[],Strychnos mostueoides,547349-1,Species,Strychnos mostueoides,547349-1
446,77222168-1,['THA'],[],[],Strychnos myrioneura,77222168-1,Species,Strychnos myrioneura,77222168-1
447,547356-1,"['MDG', 'MOZ', 'TAN']",[],[],Strychnos myrtoides,547356-1,Species,Strychnos myrtoides,547356-1
448,77177752-1,"['BZN', 'BZE']",[],[],Strychnos nana,77177752-1,Species,Strychnos nana,77177752-1
449,547357-1,['AND'],[],[],Strychnos narcondamensis,547357-1,Species,Strychnos narcondamensis,547357-1
450,547359-1,"['CMN', 'GAB', 'NGA', 'ZAI']",[],[],Strychnos ndengensis,547359-1,Species,Strychnos ndengensis,547359-1
451,247329-2,['BZN'],[],[],Strychnos neglecta,247329-2,Species,Strychnos neglecta,247329-2
452,547361-1,"['CMN', 'CON', 'GAB', 'IVO', 'LBR', 'NGA', 'SIE', 'ZAI']",[],[],Strychnos ngouniensis,547361-1,Species,Strychnos ngouniensis,547361-1
453,285708-2,['NIC'],[],[],Strychnos nicaraguensis,285708-2,Species,Strychnos nicaraguensis,285708-2
454,547364-1,"['BOL', 'BZN', 'BZE', 'BZS', 'BZL', 'BZC', 'VEN']",[],[],Strychnos nigricans,547364-1,Species,Strychnos nigricans,547364-1
455,547365-1,"['BEN', 'CMN', 'CAF', 'GHA', 'GUI', 'IVO', 'LBR', 'NGA', 'TOG', 'ZAI']",[],[],Strychnos nigritana,547365-1,Species,Strychnos nigritana,547365-1
456,547367-1,"['ASS', 'BAN', 'CHC', 'CHS', 'LAO', 'MYA', 'THA', 'VIE']",[],[],Strychnos nitida,547367-1,Species,Strychnos nitida,547367-1
457,547370-1,"['ASS', 'CBD', 'LAO', 'MYA', 'THA', 'VIE']",['CHS'],[],Strychnos nux-blanda,547370-1,Species,Strychnos nux-blanda,547370-1
458,547371-1,"['BAN', 'CBD', 'IND', 'LAO', 'MLY', 'MYA', 'SRL', 'THA', 'VIE']","['CHC', 'CHS', 'CUB', 'CHH', 'PHI', 'TAI', 'TRT']",[],Strychnos nux-vomica,547371-1,Species,Strychnos nux-vomica,547371-1
459,547375-1,"['IVO', 'LBR']",[],[],Strychnos odorata,547375-1,Species,Strychnos odorata,547375-1
460,247332-2,"['BZN', 'FRG', 'SUR']",[],[],Strychnos oiapocensis,247332-2,Species,Strychnos oiapocensis,247332-2
461,547378-1,['PHI'],[],[],Strychnos oleifolia,547378-1,Species,Strychnos oleifolia,547378-1
462,547385-1,"['BOR', 'CBD', 'CHS', 'CHH', 'MLY', 'PHI', 'SUL', 'SUM', 'VIE']",[],[],Strychnos ovata,547385-1,Species,Strychnos ovata,547385-1
463,247334-2,"['BZN', 'CLM', 'ECU']",[],[],Strychnos pachycarpa,247334-2,Species,Strychnos pachycarpa,247334-2
464,547390-1,"['BLZ', 'CLM', 'COS', 'ELS', 'GUA', 'HON', 'MXG', 'MXN', 'MXT', 'MXS', 'NIC', 'PAN', 'VEN']",[],[],Strychnos panamensis,547390-1,Species,Strychnos panamensis,547390-1
465,547392-1,"['KEN', 'MDG', 'MOZ', 'TAN']",[],[],Strychnos panganensis,547392-1,Species,Strychnos panganensis,547392-1
466,547398-1,"['BOL', 'BZN', 'BZE', 'BZS', 'BZL', 'BZC', 'CLM', 'PAR', 'PER']",[],[],Strychnos parviflora,547398-1,Species,Strychnos parviflora,547398-1
467,547399-1,"['BOL', 'BZN', 'BZE', 'BZL', 'BZC', 'PAR']",[],[],Strychnos parvifolia,547399-1,Species,Strychnos parvifolia,547399-1
468,547401-1,"['BLZ', 'BOL', 'BZN', 'BZE', 'BZC', 'CLM', 'COS', 'ECU', 'FRG', 'GUA', 'GUY', 'HON', 'MXT', 'NIC', 'PAN', 'PER', 'SUR', 'VEN']",[],[],Strychnos peckii,547401-1,Species,Strychnos peckii,547401-1
469,547405-1,"['GAB', 'ZAI']",[],[],Strychnos penninervis,547405-1,Species,Strychnos penninervis,547405-1
470,547406-1,['MDG'],[],[],Strychnos pentantha,547406-1,Species,Strychnos pentantha,547406-1
471,547408-1,"['CMN', 'CAF', 'CON', 'GAB', 'GHA', 'NGA', 'ZAI']",[],[],Strychnos phaeotricha,547408-1,Species,Strychnos phaeotricha,547408-1
472,547415-1,"['BOL', 'BZN', 'CLM', 'PAN', 'PER']",[],[],Strychnos poeppigii,547415-1,Species,Strychnos poeppigii,547415-1
473,547416-1,"['CBD', 'LAO', 'THA', 'VIE']",[],[],Strychnos polyantha,547416-1,Species,Strychnos polyantha,547416-1
474,547419-1,['BOR'],[],[],Strychnos polytrichantha,547419-1,Species,Strychnos polytrichantha,547419-1
475,547420-1,"['BOT', 'BUR', 'CPV', 'IND', 'MDG', 'MLW', 'MOZ', 'MYA', 'TVL', 'RWA', 'SRL', 'TAN', 'ZAM', 'ZAI', 'ZIM']",[],[],Strychnos potatorum,547420-1,Species,Strychnos potatorum,547420-1
476,247341-2,['BZN'],[],[],Strychnos progeliana,247341-2,Species,Strychnos progeliana,247341-2
477,547425-1,"['BOL', 'BZN', 'BZE', 'BZL', 'BZC', 'PAR']",[],[],Strychnos pseudoquina,547425-1,Species,Strychnos pseudoquina,547425-1
478,547427-1,['QLD'],[],[],Strychnos psilosperma,547427-1,Species,Strychnos psilosperma,547427-1
479,77119500-1,['PAN'],[],[],Strychnos puberula,77119500-1,Species,Strychnos puberula,77119500-1
480,547428-1,"['BOR', 'MLY']",[],[],Strychnos pubescens,547428-1,Species,Strychnos pubescens,547428-1
481,247343-2,['BZL'],[],[],Strychnos pubiflora,247343-2,Species,Strychnos pubiflora,247343-2
482,547430-1,"['ANG', 'BOT', 'CPV', 'CON', 'MLW', 'NAM', 'TVL', 'TAN', 'ZAM', 'ZAI', 'ZIM']",[],[],Strychnos pungens,547430-1,Species,Strychnos pungens,547430-1
483,247344-2,"['BZN', 'BZE', 'CLM', 'ECU', 'PER', 'SUR']",[],[],Strychnos ramentifera,247344-2,Species,Strychnos ramentifera,247344-2
484,247345-2,"['BZE', 'BZL']",[],[],Strychnos recognita,247345-2,Species,Strychnos recognita,247345-2
485,547443-1,['GAB'],[],[],Strychnos retinervis,547443-1,Species,Strychnos retinervis,547443-1
486,547448-1,[],[],['MLY'],Strychnos ridleyi,547448-1,Species,Strychnos ridleyi,547448-1
487,247347-2,"['BZE', 'BZL']",[],[],Strychnos romeu-belenii,247347-2,Species,Strychnos romeu-belenii,247347-2
488,547453-1,"['BOL', 'BZN', 'BZC', 'CLM', 'ECU', 'FRG', 'PER', 'VEN']",[],[],Strychnos rondeletioides,547453-1,Species,Strychnos rondeletioides,547453-1
489,547455-1,"['BOL', 'BZE', 'BZS', 'BZL', 'BZC']",[],[],Strychnos rubiginosa,547455-1,Species,Strychnos rubiginosa,547455-1
490,547456-1,"['MLY', 'MYA']",[],[],Strychnos rufa,547456-1,Species,Strychnos rufa,547456-1
491,547458-1,"['AND', 'CBD', 'LAO', 'THA', 'VIE']",[],[],Strychnos rupicola,547458-1,Species,Strychnos rupicola,547458-1
492,547459-1,"['CMN', 'CAF', 'GAB', 'NGA', 'ZAI']",[],[],Strychnos samba,547459-1,Species,Strychnos samba,547459-1
493,247349-2,"['BZN', 'BZC', 'CLM', 'PER']",[],[],Strychnos sandwithiana,247349-2,Species,Strychnos sandwithiana,247349-2
494,547464-1,"['CAB', 'CMN', 'CAF', 'CON', 'GAB', 'KEN', 'TAN', 'ZAI']",[],[],Strychnos scheffleri,547464-1,Species,Strychnos scheffleri,547464-1
495,247350-2,"['BZN', 'CLM', 'VEN']",[],[],Strychnos schultesiana,247350-2,Species,Strychnos schultesiana,247350-2
496,247351-2,"['ECU', 'PER']",[],[],Strychnos schunkei,247351-2,Species,Strychnos schunkei,247351-2
497,247353-2,['BZE'],[],[],Strychnos setosa,247353-2,Species,Strychnos setosa,247353-2
498,247355-2,"['BZN', 'CLM', 'ECU', 'FRG', 'PER']",[],[],Strychnos solerederi,247355-2,Species,Strychnos solerederi,247355-2
499,247356-2,"['BOL', 'BZN', 'BZE', 'CLM', 'ECU', 'PER']",[],[],Strychnos solimoesana,247356-2,Species,Strychnos solimoesana,247356-2
500,931166-1,['VIE'],[],[],Strychnos sonlaensis,931166-1,Species,Strychnos sonlaensis,931166-1
501,547483-1,"['BEN', 'IVO', 'LBR', 'TOG']",[],[],Strychnos soubrensis,547483-1,Species,Strychnos soubrensis,547483-1
502,547485-1,"['ANG', 'BEN', 'BOT', 'BKN', 'BUR', 'CMN', 'CPP', 'CPV', 'CAF', 'CHA', 'COM', 'CON', 'ETH', 'GAM', 'GHA', 'GUI', 'GNB', 'IVO', 'KEN', 'NAT', 'MDG', 'MLW', 'MLI', 'MOZ', 'NAM', 'NGR', 'NGA', 'TVL', 'RWA', 'SEN', 'SIE', 'SOM', 'SUD', 'SWZ', 'TAN', 'TOG', 'UGA', 'ZAM', 'ZAI', 'ZIM']","['FLA', 'MAU', 'REU', 'SEY']",[],Strychnos spinosa,547485-1,Species,Strychnos spinosa,547485-1
503,547487-1,"['BEN', 'CMN', 'GHA', 'GUI', 'GNB', 'IVO', 'LBR', 'NGA', 'SEN', 'SIE']",[],[],Strychnos splendens,547487-1,Species,Strychnos splendens,547487-1
504,547488-1,"['CMN', 'GAB']",[],[],Strychnos staudtii,547488-1,Species,Strychnos staudtii,547488-1
505,547493-1,"['BZN', 'CLM', 'PER']",[],[],Strychnos subcordata,547493-1,Species,Strychnos subcordata,547493-1
506,247358-2,"['COS', 'GUA', 'HON', 'MXG', 'MXT', 'MXS']",[],[],Strychnos tabascana,247358-2,Species,Strychnos tabascana,247358-2
507,547502-1,"['CMN', 'CAF', 'GAB', 'NGA', 'ZAI']",[],[],Strychnos talbotiae,547502-1,Species,Strychnos talbotiae,547502-1
508,247359-2,"['BOL', 'BZN', 'CLM', 'ECU', 'PER', 'VEN']",[],[],Strychnos tarapotensis,247359-2,Species,Strychnos tarapotensis,247359-2
509,547504-1,"['CMN', 'GAB', 'ZAI']",[],[],Strychnos tchibangensis,547504-1,Species,Strychnos tchibangensis,547504-1
510,547508-1,"['CMN', 'CON', 'GAB']",[],[],Strychnos ternata,547508-1,Species,Strychnos ternata,547508-1
511,547511-1,['SRL'],[],[],Strychnos tetragona,547511-1,Species,Strychnos tetragona,547511-1
512,547514-1,"['CBD', 'MLY', 'MYA', 'THA', 'VIE']",[],[],Strychnos thorelii,547514-1,Species,Strychnos thorelii,547514-1
513,547520-1,"['BZN', 'BZE', 'ECU', 'FRG', 'GUY', 'SUR', 'VEN']",[],[],Strychnos tomentosa,547520-1,Species,Strychnos tomentosa,547520-1
514,247362-2,['BZL'],[],[],Strychnos torresiana,247362-2,Species,Strychnos torresiana,247362-2
515,547525-1,"['BOL', 'BZN', 'CLM', 'COS', 'ECU', 'FRG', 'GUY', 'PAN', 'SUR', 'VEN']",[],[],Strychnos toxifera,547525-1,Species,Strychnos toxifera,547525-1
516,547527-1,"['CMN', 'GAB', 'GGI', 'NGA']",[],[],Strychnos tricalysioides,547527-1,Species,Strychnos tricalysioides,547527-1
517,547529-1,['SRL'],[],[],Strychnos trichocalyx,547529-1,Species,Strychnos trichocalyx,547529-1
518,547530-1,['MDG'],[],[],Strychnos trichoneura,547530-1,Species,Strychnos trichoneura,547530-1
519,77221793-1,"['BOL', 'BZE', 'BZS', 'BZL', 'BZC']",[],[],Strychnos trinervis,77221793-1,Species,Strychnos trinervis,77221793-1
520,247364-2,"['ECU', 'PER']",[],[],Strychnos tseasnum,247364-2,Species,Strychnos tseasnum,247364-2
521,547538-1,"['CBD', 'CHS', 'CHH', 'VIE']",[],[],Strychnos umbellata,547538-1,Species,Strychnos umbellata,547538-1
522,547542-1,"['CMN', 'CAF', 'CON', 'GAB', 'NGA', 'UGA', 'ZAI']",[],[],Strychnos urceolata,547542-1,Species,Strychnos urceolata,547542-1
523,547543-1,"['BEN', 'BKN', 'BUR', 'CON', 'GHA', 'GUI', 'IVO', 'KEN', 'NAT', 'LBR', 'MDG', 'MOZ', 'NGA', 'TVL', 'RWA', 'SIE', 'SWZ', 'TAN', 'UGA', 'ZAM', 'ZAI', 'ZIM']",[],[],Strychnos usambarensis,547543-1,Species,Strychnos usambarensis,547543-1
524,547548-1,"['ASS', 'BOR', 'LAO', 'MLY', 'THA', 'VIE']",[],[],Strychnos vanprukii,547548-1,Species,Strychnos vanprukii,547548-1
525,547549-1,"['CON', 'ZAI']",[],[],Strychnos variabilis,547549-1,Species,Strychnos variabilis,547549-1
526,547553-1,"['BOR', 'JAW', 'LSI', 'MLY', 'SUM', 'THA']",[],[],Strychnos villosa,547553-1,Species,Strychnos villosa,547553-1
527,547557-1,['FIJ'],[],[],Strychnos vitiensis,547557-1,Species,Strychnos vitiensis,547557-1
528,547566-1,"['AND', 'ASS', 'BAN', 'CHC', 'MYA', 'NCB', 'SRL', 'VIE']",[],[],Strychnos wallichiana,547566-1,Species,Strychnos wallichiana,547566-1
529,547569-1,"['MOZ', 'TAN', 'ZAM', 'ZAI']",[],[],Strychnos xantha,547569-1,Species,Strychnos xantha,547569-1
530,547572-1,['TAN'],[],[],Strychnos xylophylla,547572-1,Species,Strychnos xylophylla,547572-1
531,547574-1,"['CMN', 'CON', 'GAB', 'ZAI']",[],[],Strychnos zenkeri,547574-1,Species,Strychnos zenkeri,547574-1
532,547612-1,"['ANG', 'BEN', 'BKN', 'CMN', 'CAF', 'CON', 'EQG', 'GAB', 'GAM', 'GHA', 'GUI', 'GNB', 'IVO', 'LBR', 'MLI', 'NGA', 'SEN', 'SIE', 'TOG', 'ZAI']",[],[],Usteria guineensis,547612-1,Species,Usteria guineensis,547612-1
